date,BEN,CO,MXIL,NO2,NO,O3,PM2_5,SO2,TOL,anomaly
2020-08-13,0.14,0.17,0.16,17.0,5.0,46.0,5.0,15.0,0.69,1
2020-08-14,0.24,0.21,0.23,20.0,5.0,47.0,8.0,24.0,0.79,1
2020-08-15,0.28,0.16,0.61,16.0,4.0,35.0,8.0,3.0,1.07,1
2020-08-16,0.09,0.11,0.14,10.0,3.0,41.0,5.0,5.0,0.23,1
2020-08-17,0.3,0.16,1.12,23.0,11.0,19.0,10.0,9.0,1.1,1
2020-08-18,0.27,0.18,0.76,37.0,14.0,21.0,8.0,4.0,0.91,1
2020-08-19,0.24,0.19,0.4,42.0,21.0,30.0,9.0,5.0,0.71,1
2020-08-20,0.21,0.13,0.13,31.0,3.0,43.0,6.0,6.0,0.35,1
2020-08-21,0.34,0.14,0.15,32.0,12.0,42.0,8.0,8.0,0.85,1
2020-08-22,0.19,0.1,0.14,27.0,3.0,45.0,6.0,7.0,0.33,1
2020-08-23,0.17,0.11,0.13,28.0,3.0,47.0,6.0,5.0,0.31,1
2020-08-24,0.26,0.14,0.16,32.0,4.0,46.0,8.0,4.0,0.61,1
2020-08-25,0.36,0.13,1.06,37.0,10.0,39.0,8.0,4.0,1.32,1
2020-08-26,0.32,0.2,0.26,38.0,5.0,29.0,9.0,3.0,2.25,1
2020-08-27,0.29,0.11,0.46,35.0,8.0,28.0,6.0,5.0,1.21,1
2020-08-28,0.11,0.1,0.15,25.0,6.0,46.0,3.0,7.0,0.32,1
2020-08-29,0.14,0.11,0.15,15.0,5.0,45.0,5.0,8.0,0.43,1
2020-08-30,0.14,0.11,0.22,13.0,4.0,44.0,4.0,4.0,0.51,1
2020-08-31,0.37,0.32,0.81,28.0,14.0,25.0,9.0,10.0,1.26,1
2020-09-01,0.22,0.15,0.85,18.0,13.0,41.0,6.0,9.0,1.21,1
2020-09-02,0.18,0.12,0.47,23.0,33.0,39.0,6.0,6.0,4.67,1
2020-09-03,0.5,0.63,2.84,39.0,51.0,25.0,13.0,10.0,3.07,1
2020-09-04,0.33,0.27,2.14,41.0,103.0,41.0,13.0,8.0,1.87,1
2020-09-05,0.08,0.1,0.1,8.0,20.0,58.0,5.0,6.0,0.18,1
2020-09-06,0.1,0.09,0.13,8.0,3.0,52.0,3.0,3.0,0.28,1
2020-09-07,0.15,0.11,0.29,16.0,11.0,35.0,5.0,5.0,0.72,1
2020-09-08,0.15,0.11,0.28,13.0,5.0,42.0,6.0,8.0,0.7,1
2020-09-09,0.17,0.14,0.29,18.0,33.0,44.0,10.0,7.0,1.01,1
2020-09-10,0.26,0.12,0.38,17.0,36.0,46.0,10.0,7.0,0.89,1
2020-09-11,0.17,0.14,0.26,20.0,9.0,43.0,11.0,4.0,0.64,1
2020-09-12,0.14,0.1,0.24,16.0,22.0,42.0,9.0,4.0,0.53,1
2020-09-13,0.41,0.28,0.83,25.0,22.0,31.0,14.0,9.0,1.49,1
2020-09-14,0.46,0.19,1.31,33.0,36.0,28.0,18.0,10.0,1.89,1
2020-09-15,0.34,0.02,0.77,20.0,19.0,37.0,17.0,6.0,1.22,1
2020-09-16,0.28,0.27,0.46,17.0,25.0,43.0,18.0,6.0,1.01,1
2020-09-17,0.35,0.41,1.43,20.0,25.0,23.0,16.0,5.0,2.03,1
2020-09-18,0.29,0.48,0.61,27.0,6.0,31.0,10.0,5.0,1.18,1
2020-09-19,0.29,0.56,0.73,19.0,7.0,24.0,9.0,5.0,1.39,1
2020-09-20,0.18,0.6,0.62,14.0,5.0,36.0,9.0,6.0,0.67,1
2020-09-21,0.17,0.66,1.12,22.0,8.0,24.0,7.0,4.0,1.45,1
2020-09-22,0.29,0.75,1.16,25.0,13.0,18.0,10.0,8.0,1.45,1
2020-09-23,0.22,0.78,0.98,14.0,11.0,38.0,8.0,7.0,1.1,1
2020-09-24,0.17,0.89,0.41,15.0,14.0,47.0,5.0,10.0,0.85,1
2020-09-25,0.17,0.96,0.2,14.0,9.0,45.0,5.0,12.0,0.6,1
2020-09-26,0.13,1.0,0.26,9.0,5.0,48.0,5.0,5.0,0.67,1
2020-09-27,0.11,1.05,0.14,7.0,2.0,53.0,4.0,7.0,0.34,1
2020-09-28,0.35,0.94,0.65,21.0,11.0,31.0,10.0,6.0,1.01,1
2020-09-29,0.51,0.9,2.75,26.0,20.0,23.0,11.0,7.0,2.58,1
2020-09-30,0.33,0.9,2.51,24.0,22.0,23.0,16.0,17.0,1.6,1
2020-10-01,0.33,0.63,2.51,19.0,12.0,38.0,7.0,13.0,1.6,1
2020-10-02,0.15,0.44,2.26,15.0,9.0,52.0,4.0,8.0,0.62,1
2020-10-03,0.16,0.51,1.08,11.0,6.0,51.0,4.0,7.0,0.66,1
2020-10-04,0.14,0.54,0.55,9.0,5.0,45.0,6.0,7.0,0.68,1
2020-10-05,0.35,0.67,1.35,28.0,22.0,29.0,8.0,9.0,1.6,1
2020-10-06,0.28,0.61,1.68,18.0,16.0,28.0,8.0,9.0,1.3,1
2020-10-07,0.14,0.37,0.7,12.0,4.0,39.0,7.0,6.0,0.85,1
2020-10-08,0.32,0.38,0.99,22.0,14.0,24.0,14.0,5.0,1.57,1
2020-10-09,0.29,0.38,0.83,24.0,8.0,32.0,14.0,8.0,1.12,1
2020-10-10,0.18,0.42,0.36,14.0,5.0,46.0,5.0,8.0,0.76,1
2020-10-11,0.24,0.51,0.22,10.0,4.0,49.0,5.0,7.0,0.59,1
2020-10-12,0.24,0.55,0.31,11.0,6.0,41.0,5.0,8.0,0.71,1
2020-10-13,0.15,0.53,0.14,16.0,8.0,50.0,4.0,3.0,0.41,1
2020-10-14,0.26,0.65,0.35,19.0,11.0,42.0,5.0,8.0,0.84,1
2020-10-15,0.44,0.9,1.04,28.0,23.0,31.0,8.0,8.0,1.32,1
2020-10-16,0.43,1.02,1.67,25.0,22.0,29.0,9.0,4.0,1.81,1
2020-10-17,0.61,1.13,1.83,25.0,22.0,22.0,13.0,8.0,1.69,1
2020-10-18,0.92,1.28,2.52,27.0,29.0,17.0,18.0,11.0,2.79,1
2020-10-19,0.53,1.16,1.64,24.0,36.0,44.0,14.0,6.0,3.17,1
2020-10-20,0.34,1.03,1.26,29.0,13.0,40.0,9.0,10.0,2.0,1
2020-10-21,0.56,0.7,1.48,32.0,32.0,24.0,10.0,14.0,2.57,1
2020-10-22,0.69,0.72,2.11,33.0,35.0,17.0,12.0,9.0,2.87,1
2020-10-23,0.57,0.67,2.52,32.0,28.0,23.0,10.0,9.0,2.09,1
2020-10-24,0.52,0.64,1.92,26.0,16.0,33.0,8.0,7.0,2.21,1
2020-10-25,0.2,0.59,0.4,14.0,4.0,56.0,4.0,7.0,0.74,1
2020-10-26,0.27,0.62,0.41,22.0,9.0,51.0,6.0,6.0,0.85,1
2020-10-27,0.6,0.71,1.88,36.0,37.0,23.0,11.0,12.0,3.2,1
2020-10-28,0.45,0.63,1.21,29.0,24.0,33.0,8.0,6.0,1.91,1
2020-10-29,0.6,0.67,2.14,31.0,27.0,22.0,11.0,7.0,3.03,1
2020-10-30,0.98,0.75,3.39,33.0,48.0,16.0,18.0,8.0,3.55,1
2020-10-31,1.39,0.83,6.05,38.0,57.0,10.0,22.0,9.0,5.43,1
2020-11-01,1.55,0.87,5.35,26.0,46.0,9.0,24.0,9.0,7.08,1
2020-11-02,0.74,0.7,1.25,16.0,10.0,36.0,11.0,13.0,2.1,1
2020-11-03,0.41,0.74,0.49,30.0,11.0,31.0,6.0,10.0,1.1,1
2020-11-04,0.33,0.66,1.04,20.0,7.0,41.0,6.0,9.0,1.04,1
2020-11-05,0.66,0.72,1.89,32.0,36.0,19.0,13.0,8.0,2.51,1
2020-11-06,0.63,0.7,2.37,26.0,27.0,28.0,21.0,10.0,3.16,1
2020-11-07,0.66,0.75,2.66,26.0,17.0,28.0,12.0,13.0,3.41,1
2020-11-08,0.24,0.65,0.97,14.0,3.0,53.0,4.0,8.0,1.82,1
2020-11-09,0.57,0.71,1.35,31.0,21.0,25.0,11.0,11.0,2.2,1
2020-11-10,0.59,0.7,5.14,26.0,18.0,20.0,11.0,8.0,4.25,1
2020-11-11,0.91,0.74,3.82,37.0,47.0,12.0,16.0,9.0,3.5,1
2020-11-12,1.03,0.78,3.21,35.0,37.0,16.0,18.0,7.0,4.25,1
2020-11-13,1.2,0.85,3.8,38.0,51.0,14.0,18.0,11.0,4.17,1
2020-11-14,0.73,0.72,2.14,27.0,19.0,24.0,14.0,9.0,3.42,1
2020-11-15,0.39,0.65,0.93,20.0,8.0,35.0,10.0,16.0,2.6,1
2020-11-16,0.48,0.66,1.21,29.0,22.0,27.0,11.0,10.0,1.95,1
2020-11-17,1.43,0.86,4.99,37.0,110.0,5.0,22.0,11.0,5.72,1
2020-11-18,1.4,0.86,7.39,42.0,107.0,6.0,22.0,14.0,8.27,1
2020-11-19,0.24,0.64,0.39,19.0,5.0,50.0,6.0,8.0,0.87,1
2020-11-20,0.43,0.63,3.45,30.0,25.0,31.0,7.0,6.0,6.86,1
2020-11-21,0.83,0.67,2.43,28.0,34.0,11.0,16.0,4.0,2.47,1
2020-11-22,1.23,0.77,3.33,26.0,45.0,9.0,24.0,4.0,3.86,1
2020-11-23,1.44,0.85,5.96,40.0,85.0,7.0,26.0,6.0,6.9,1
2020-11-24,1.33,0.74,15.98,43.0,99.0,8.0,27.0,7.0,7.01,1
2020-11-25,0.72,0.65,4.01,43.0,46.0,15.0,18.0,8.0,4.13,1
2020-11-26,1.52,0.72,5.25,38.0,59.0,8.0,20.0,9.0,6.09,1
2020-11-27,1.52,0.82,5.71,38.0,90.0,4.0,26.0,10.0,10.75,1
2020-11-28,1.35,0.79,3.82,38.0,54.0,8.0,23.0,7.0,4.85,1
2020-11-29,1.57,0.8,3.63,34.0,58.0,5.0,28.0,9.0,4.82,1
2020-11-30,1.11,0.65,2.56,33.0,62.0,8.0,25.0,7.0,3.86,1
2020-12-01,1.03,0.64,2.55,34.0,35.0,6.0,26.0,13.0,3.73,1
2020-12-02,0.74,0.59,1.45,37.0,29.0,21.0,13.0,19.0,2.06,1
2020-12-03,0.29,0.55,0.99,25.0,16.0,39.0,6.0,12.0,0.93,1
2020-12-04,0.32,0.54,0.32,28.0,15.0,43.0,5.0,5.0,0.86,1
2020-12-05,0.24,0.52,0.21,20.0,8.0,50.0,6.0,8.0,0.79,1
2020-12-06,0.34,0.54,0.53,26.0,9.0,39.0,7.0,7.0,1.17,1
2020-12-07,0.17,0.5,0.24,14.0,5.0,7.0,5.0,9.0,0.62,1
2020-12-08,0.24,0.49,0.25,19.0,5.0,13.0,6.0,4.0,0.52,1
2020-12-09,0.59,0.6,1.41,43.0,36.0,19.0,10.0,10.0,1.56,1
2020-12-10,0.6,0.59,1.32,43.0,33.0,25.0,9.0,11.0,2.27,1
2020-12-11,0.24,0.49,0.41,24.0,12.0,43.0,5.0,8.0,1.05,1
2020-12-12,0.34,0.47,0.61,22.0,12.0,43.0,8.0,7.0,0.9,1
2020-12-13,1.12,0.68,3.07,40.0,52.0,4.0,16.0,10.0,4.11,1
2020-12-14,0.54,0.56,0.91,39.0,28.0,22.0,10.0,8.0,1.67,1
2020-12-15,0.57,0.51,1.06,32.0,37.0,26.0,9.0,7.0,1.74,1
2020-12-16,0.73,0.58,1.66,45.0,58.0,24.0,12.0,8.0,2.15,1
2020-12-17,0.97,0.63,3.37,43.0,81.0,8.0,16.0,7.0,3.11,1
2020-12-18,0.8,0.57,2.63,31.0,71.0,22.0,14.0,9.0,3.12,1
2020-12-19,0.94,0.63,1.72,38.0,44.0,14.0,16.0,13.0,2.55,1
2020-12-20,1.05,0.6,1.64,39.0,36.0,7.0,18.0,10.0,3.02,1
2020-12-21,1.72,0.92,4.96,49.0,150.0,4.0,23.0,11.0,9.42,1
2020-12-22,0.95,0.63,2.8,27.0,99.0,19.0,15.0,11.0,4.84,1
2020-12-23,0.38,0.46,0.74,34.0,17.0,27.0,6.0,9.0,1.75,1
2020-12-24,0.51,0.47,0.5,34.0,17.0,22.0,8.0,5.0,1.34,1
2020-12-25,0.44,0.45,0.38,21.0,9.0,37.0,9.0,2.0,0.73,1
2020-12-26,0.65,0.54,0.85,36.0,31.0,14.0,15.0,4.0,1.61,1
2020-12-27,0.31,0.45,0.23,21.0,9.0,41.0,8.0,5.0,0.52,1
2020-12-28,0.28,0.42,0.22,21.0,10.0,52.0,6.0,3.0,0.66,1
2020-12-29,0.29,0.42,0.26,28.0,12.0,47.0,6.0,3.0,0.83,1
2020-12-30,0.39,0.47,0.58,34.0,17.0,41.0,7.0,10.0,1.24,1
2020-12-31,0.28,0.43,0.24,29.0,13.0,45.0,5.0,5.0,0.6,1
2021-01-01,0.24,0.36,0.16,18.0,4.0,51.0,5.0,4.0,0.45,1
2021-01-02,0.49,0.39,0.35,29.0,12.0,28.0,7.0,6.0,0.93,1
2021-01-03,0.4,0.4,0.14,23.0,6.0,39.0,5.0,5.0,0.55,1
2021-01-04,0.42,0.42,0.34,33.0,17.0,31.0,6.0,5.0,0.81,1
2021-01-05,0.66,0.48,1.18,38.0,25.0,14.0,12.0,8.0,1.24,1
2021-01-06,0.84,0.48,0.76,29.0,32.0,13.0,15.0,6.0,1.52,1
2021-01-07,0.93,0.49,1.35,41.0,57.0,13.0,18.0,6.0,1.95,1
2021-01-08,1.03,0.53,2.13,48.0,69.0,12.0,21.0,8.0,2.34,1
2021-01-09,0.9,0.65,2.08,38.0,20.0,12.0,18.0,8.0,2.07,1
2021-01-10,0.91,0.9,2.09,34.0,27.0,17.0,16.0,7.0,2.1,1
2021-01-11,0.9,0.89,2.08,47.0,77.0,11.0,22.0,9.0,2.07,1
2021-01-12,0.78,0.78,2.04,48.0,49.0,16.0,18.0,14.0,1.8,1
2021-01-13,1.06,1.99,3.74,49.0,77.0,16.0,21.0,15.0,3.6,1
2021-01-14,0.78,1.4,2.65,51.0,33.0,7.0,21.0,14.0,1.88,1
2021-01-15,1.03,0.81,3.13,44.0,57.0,12.0,18.0,12.0,3.18,1
2021-01-16,0.98,0.8,2.92,46.0,53.0,11.0,18.0,9.0,2.95,1
2021-01-17,1.08,0.92,3.29,46.0,39.0,7.0,22.0,17.0,3.52,1
2021-01-18,0.97,0.8,2.92,38.0,48.0,13.0,17.0,15.0,2.91,1
2021-01-19,0.81,0.8,2.22,39.0,78.0,25.0,16.0,8.0,2.82,1
2021-01-20,0.39,0.56,0.65,27.0,15.0,52.0,6.0,8.0,1.49,1
2021-01-21,0.47,0.62,0.76,27.0,33.0,50.0,7.0,10.0,1.86,1
2021-01-22,0.34,0.57,0.62,26.0,14.0,51.0,4.0,7.0,1.15,1
2021-01-23,0.27,0.53,0.25,16.0,5.0,57.0,6.0,6.0,0.52,1
2021-01-24,0.24,0.56,0.28,16.0,4.0,54.0,5.0,8.0,0.73,1
2021-01-25,0.47,0.58,0.75,34.0,10.0,29.0,8.0,9.0,1.31,1
2021-01-26,0.92,0.92,2.42,40.0,58.0,8.0,16.0,11.0,3.46,1
2021-01-27,0.98,0.88,3.23,34.0,65.0,9.0,13.0,8.0,4.86,1
2021-01-28,1.0,1.05,1.74,35.0,57.0,4.0,18.0,10.0,2.69,1
2021-01-29,1.02,1.09,1.73,41.0,68.0,5.0,11.0,11.0,2.7,1
2021-01-30,0.19,0.55,0.24,11.0,4.0,66.0,5.0,11.0,0.53,1
2021-01-31,0.12,0.51,0.15,10.0,4.0,67.0,7.0,5.0,0.34,1
2021-02-01,0.26,0.54,0.35,22.0,12.0,50.0,9.0,8.0,0.84,1
2021-02-02,0.66,0.84,1.1,34.0,33.0,15.0,13.0,13.0,2.32,1
2021-02-03,0.37,0.61,0.53,29.0,8.0,40.0,9.0,12.0,1.23,1
2021-02-04,0.71,0.72,1.16,39.0,38.0,16.0,18.0,15.0,2.58,1
2021-02-05,0.67,0.69,1.49,28.0,35.0,27.0,16.0,8.0,2.41,1
2021-02-06,0.38,0.58,0.26,22.0,5.0,50.0,5.0,5.0,0.62,1
2021-02-07,0.65,0.77,1.33,32.0,13.0,21.0,14.0,6.0,1.16,1
2021-02-08,0.6,0.74,0.93,36.0,23.0,28.0,10.0,10.0,1.52,1
2021-02-09,0.46,0.66,0.61,29.0,13.0,43.0,8.0,14.0,1.23,1
2021-02-10,0.43,0.61,0.4,25.0,7.0,45.0,11.0,9.0,0.93,1
2021-02-11,1.04,0.93,2.13,38.0,50.0,6.0,20.0,11.0,3.21,1
2021-02-12,0.62,0.75,0.88,35.0,17.0,29.0,11.0,10.0,1.74,1
2021-02-13,0.91,0.86,2.57,32.0,32.0,16.0,15.0,8.0,2.55,1
2021-02-14,0.45,0.66,1.14,21.0,13.0,27.0,10.0,7.0,1.66,1
2021-02-15,0.56,0.74,1.54,29.0,47.0,38.0,11.0,13.0,2.81,1
2021-02-16,0.57,0.67,1.18,32.0,24.0,38.0,12.0,11.0,1.95,1
2021-02-17,0.76,0.93,2.17,37.0,33.0,17.0,15.0,14.0,2.5,1
2021-02-18,0.52,0.65,0.77,31.0,15.0,31.0,10.0,10.0,1.47,1
2021-02-19,0.48,0.67,0.86,27.0,25.0,34.0,17.0,8.0,1.61,1
2021-02-20,0.1,0.44,0.1,6.0,2.0,68.0,11.0,5.0,0.2,1
2021-02-21,0.23,0.53,0.13,14.0,3.0,61.0,7.0,8.0,0.33,1
2021-02-22,0.38,0.61,1.06,30.0,15.0,36.0,9.0,4.0,1.0,1
2021-02-23,0.56,0.48,1.08,27.0,37.0,36.0,10.0,8.0,1.85,1
2021-02-24,0.66,0.3,1.6,26.0,12.0,54.0,13.0,11.0,2.94,1
2021-02-25,0.58,0.34,1.08,35.0,7.0,41.0,11.0,6.0,2.04,1
2021-02-26,0.54,0.29,1.19,23.0,4.0,41.0,10.0,5.0,1.78,1
2021-02-27,0.53,0.26,0.32,18.0,3.0,43.0,14.0,6.0,1.39,1
2021-02-28,0.68,0.3,0.9,21.0,6.0,35.0,16.0,3.0,2.02,1
2021-03-01,0.8,0.37,2.23,28.0,18.0,31.0,16.0,6.0,2.63,1
2021-03-02,0.83,0.36,3.39,29.0,16.0,26.0,17.0,7.0,3.34,1
2021-03-03,1.29,0.7,4.44,33.0,36.0,18.0,24.0,12.0,5.07,1
2021-03-04,1.37,0.62,4.38,34.0,35.0,20.0,30.0,10.0,5.81,1
2021-03-05,0.79,0.36,2.06,25.0,8.0,35.0,24.0,8.0,2.55,1
2021-03-06,0.3,0.24,0.14,16.0,2.0,52.0,12.0,6.0,1.07,1
2021-03-07,0.36,0.31,0.2,18.0,3.0,48.0,15.0,8.0,1.36,1
2021-03-08,0.67,0.35,0.67,32.0,9.0,39.0,17.0,6.0,2.37,1
2021-03-09,0.89,0.36,1.66,31.0,8.0,43.0,22.0,5.0,2.28,1
2021-03-10,1.7,0.59,6.8,46.0,71.0,12.0,28.0,12.0,7.03,1
2021-03-11,1.2,0.44,6.64,32.0,32.0,19.0,16.0,18.0,5.1,1
2021-03-12,0.74,0.34,1.9,30.0,19.0,32.0,9.0,5.0,2.75,1
2021-03-13,0.5,0.33,1.61,22.0,7.0,45.0,9.0,7.0,1.86,1
2021-03-14,0.43,0.33,0.24,13.0,3.0,59.0,10.0,9.0,0.86,1
2021-03-15,0.84,0.38,1.15,22.0,18.0,40.0,13.0,6.0,2.91,1
2021-03-16,0.71,0.35,1.6,26.0,17.0,35.0,12.0,4.0,3.06,1
2021-03-17,0.82,0.42,4.4,25.0,12.0,30.0,11.0,5.0,4.23,1
2021-03-18,0.57,0.35,3.29,22.0,11.0,42.0,11.0,5.0,4.09,1
2021-03-19,0.52,0.39,1.59,26.0,8.0,43.0,8.0,7.0,1.66,1
2021-03-20,0.43,0.3,0.33,20.0,4.0,48.0,9.0,3.0,1.55,1
2021-03-21,0.64,0.35,1.08,19.0,4.0,47.0,14.0,5.0,1.38,1
2021-03-22,0.63,0.35,3.77,25.0,11.0,37.0,13.0,7.0,2.47,1
2021-03-23,0.89,0.44,3.41,30.0,27.0,31.0,20.0,10.0,3.49,1
2021-03-24,0.56,0.38,0.96,29.0,6.0,40.0,18.0,10.0,2.32,1
2021-03-25,0.81,0.5,2.45,34.0,26.0,23.0,17.0,6.0,4.11,1
2021-03-26,0.47,0.36,0.97,25.0,11.0,43.0,11.0,2.0,2.03,1
2021-03-27,0.38,0.29,0.49,21.0,4.0,45.0,10.0,5.0,1.3,1
2021-03-28,0.94,0.81,1.63,33.0,8.0,25.0,19.0,17.0,2.47,1
2021-03-29,1.2,0.64,5.84,51.0,61.0,21.0,23.0,10.0,6.92,1
2021-03-30,1.27,0.88,4.74,59.0,37.0,14.0,33.0,23.0,6.31,1
2021-03-31,1.05,0.52,3.99,52.0,44.0,25.0,32.0,8.0,6.77,1
2021-04-01,0.99,0.45,3.96,40.0,14.0,29.0,35.0,7.0,5.79,1
2021-04-02,0.39,0.33,0.45,14.0,3.0,42.0,23.0,6.0,1.68,1
2021-04-03,0.2,0.25,0.23,11.0,2.0,57.0,14.0,3.0,0.64,1
2021-04-04,0.33,0.27,0.28,14.0,3.0,51.0,15.0,3.0,1.09,1
2021-04-05,0.41,0.33,0.52,21.0,7.0,47.0,15.0,4.0,1.69,1
2021-04-06,0.14,0.24,0.22,17.0,3.0,64.0,7.0,4.0,0.51,1
2021-04-07,0.19,0.25,0.24,18.0,4.0,65.0,10.0,3.0,0.74,1
2021-04-08,0.85,0.41,2.32,38.0,20.0,32.0,20.0,9.0,3.25,1
2021-04-09,0.72,0.44,3.13,36.0,23.0,31.0,18.0,7.0,4.34,1
2021-04-10,0.47,0.38,1.12,22.0,9.0,32.0,12.0,6.0,1.81,1
2021-04-11,0.15,0.27,0.22,14.0,3.0,61.0,6.0,5.0,0.49,1
2021-04-12,0.37,0.3,1.92,22.0,17.0,46.0,10.0,4.0,1.43,1
2021-04-13,0.48,0.34,1.39,26.0,11.0,36.0,13.0,5.0,2.08,1
2021-04-14,0.45,0.34,0.82,23.0,14.0,49.0,12.0,5.0,1.83,1
2021-04-15,0.29,0.29,0.69,25.0,14.0,56.0,11.0,5.0,1.45,1
2021-04-16,0.35,0.3,0.69,27.0,16.0,58.0,13.0,5.0,1.48,1
2021-04-17,0.39,0.29,0.78,21.0,5.0,53.0,16.0,6.0,1.09,1
2021-04-18,0.82,0.56,1.28,30.0,5.0,38.0,20.0,10.0,1.64,1
2021-04-19,0.78,0.5,1.62,34.0,16.0,43.0,21.0,5.0,4.45,1
2021-04-20,0.54,0.49,0.77,37.0,10.0,41.0,18.0,6.0,2.46,1
2021-04-21,0.28,0.37,0.41,23.0,4.0,42.0,11.0,5.0,1.55,1
2021-04-22,0.55,0.5,1.12,32.0,9.0,30.0,15.0,5.0,2.65,1
2021-04-23,0.73,0.44,3.41,42.0,31.0,25.0,13.0,5.0,4.18,1
2021-04-24,0.26,0.29,0.55,19.0,3.0,54.0,9.0,5.0,1.35,1
2021-04-25,0.28,0.41,0.37,16.0,3.0,44.0,11.0,6.0,1.12,1
2021-04-26,0.42,0.29,0.37,19.0,6.0,40.0,12.0,4.0,1.48,1
2021-04-27,0.19,0.26,0.23,18.0,4.0,55.0,11.0,3.0,1.25,1
2021-04-28,0.3,0.28,0.36,26.0,5.0,62.0,11.0,3.0,1.49,1
2021-04-29,0.21,0.28,0.42,30.0,5.0,48.0,9.0,5.0,1.32,1
2021-04-30,0.42,0.33,0.91,33.0,9.0,48.0,10.0,6.0,1.33,1
2021-05-01,0.36,0.35,1.37,26.0,4.0,42.0,11.0,6.0,1.98,1
2021-05-02,0.37,0.3,1.4,22.0,4.0,40.0,10.0,5.0,1.99,1
2021-05-03,0.36,0.39,1.37,28.0,10.0,41.0,13.0,5.0,1.98,1
2021-05-04,0.3,0.39,1.83,23.0,9.0,43.0,12.0,6.0,2.63,1
2021-05-05,0.29,0.43,1.64,20.0,8.0,39.0,11.0,7.0,1.91,1
2021-05-06,0.34,0.44,1.34,26.0,11.0,28.0,12.0,5.0,2.46,1
2021-05-07,0.32,0.44,0.85,27.0,14.0,34.0,10.0,4.0,2.78,1
2021-05-08,0.38,0.5,1.63,23.0,6.0,36.0,11.0,11.0,1.86,1
2021-05-09,0.43,0.46,0.73,19.0,5.0,39.0,10.0,10.0,2.13,1
2021-05-10,0.43,0.42,1.15,28.0,16.0,30.0,9.0,11.0,2.55,1
2021-05-11,0.44,0.37,1.49,20.0,7.0,52.0,8.0,5.0,2.56,1
2021-05-12,0.44,0.43,1.83,28.0,17.0,37.0,9.0,7.0,2.98,1
2021-05-13,0.39,0.4,1.29,23.0,12.0,35.0,8.0,6.0,1.93,1
2021-05-14,0.45,0.44,1.48,27.0,9.0,37.0,9.0,8.0,2.12,1
2021-05-15,0.29,0.52,0.7,21.0,4.0,27.0,11.0,8.0,1.63,1
2021-05-16,0.12,0.35,0.2,10.0,2.0,48.0,6.0,5.0,0.66,1
2021-05-17,0.24,0.36,0.37,16.0,8.0,46.0,8.0,8.0,1.26,1
2021-05-18,0.12,0.4,0.14,20.0,5.0,38.0,8.0,9.0,1.12,1
2021-05-19,0.21,0.42,0.7,19.0,7.0,41.0,7.0,8.0,1.55,1
2021-05-20,0.28,0.39,1.67,18.0,9.0,37.0,9.0,11.0,1.58,1
2021-05-21,0.12,0.34,0.3,15.0,4.0,51.0,6.0,7.0,0.71,1
2021-05-22,0.17,0.32,0.4,13.0,3.0,51.0,6.0,6.0,0.9,1
2021-05-23,0.15,0.38,0.52,15.0,3.0,47.0,8.0,8.0,0.78,1
2021-05-24,0.12,0.34,0.26,12.0,4.0,61.0,8.0,5.0,0.66,1
2021-05-25,0.09,0.36,0.2,15.0,4.0,52.0,10.0,8.0,1.04,1
2021-05-26,0.38,0.48,0.49,21.0,7.0,41.0,14.0,8.0,1.96,1
2021-05-27,0.51,0.65,0.98,25.0,5.0,37.0,14.0,14.0,3.76,1
2021-05-28,0.39,0.58,0.47,23.0,5.0,35.0,15.0,8.0,2.0,1
2021-05-29,0.2,0.41,0.24,16.0,2.0,44.0,11.0,9.0,0.93,1
2021-05-30,0.46,0.68,0.31,20.0,3.0,43.0,16.0,17.0,1.19,1
2021-05-31,0.92,0.84,1.08,33.0,8.0,33.0,18.0,16.0,2.9,1
2021-06-01,0.53,0.57,1.33,24.0,5.0,42.0,19.0,9.0,3.51,1
2021-06-02,0.16,0.44,0.67,24.0,4.0,51.0,14.0,7.0,1.72,1
2021-06-03,0.1,0.34,0.14,19.0,5.0,47.0,7.0,4.0,0.79,1
2021-06-04,0.16,0.33,0.4,16.0,5.0,43.0,8.0,5.0,1.25,1
2021-06-05,0.19,0.36,0.76,15.0,5.0,38.0,10.0,8.0,1.49,1
2021-06-06,0.1,0.35,0.13,10.0,2.0,52.0,8.0,10.0,0.26,1
2021-06-07,0.19,0.42,0.11,15.0,4.0,47.0,13.0,8.0,0.8,1
2021-06-08,0.14,0.42,0.2,23.0,6.0,37.0,15.0,5.0,0.73,1
2021-06-09,0.15,0.37,0.21,19.0,4.0,48.0,11.0,5.0,0.74,1
2021-06-10,0.14,0.31,0.2,16.0,4.0,44.0,10.0,7.0,0.73,1
2021-06-11,0.09,0.28,0.29,13.0,4.0,35.0,8.0,5.0,0.66,1
2021-06-12,0.11,0.33,0.18,9.0,2.0,46.0,11.0,3.0,0.49,1
2021-06-13,0.25,0.47,0.38,17.0,4.0,34.0,20.0,6.0,1.14,1
2021-06-14,0.34,0.52,0.64,19.0,4.0,42.0,17.0,7.0,1.77,1
2021-06-15,0.34,0.56,0.64,22.0,4.0,50.0,15.0,7.0,1.77,1
2021-06-16,0.43,0.68,0.9,27.0,9.0,46.0,15.0,6.0,2.4,1
2021-06-17,0.12,0.48,0.45,16.0,4.0,52.0,8.0,4.0,1.69,1
2021-06-18,0.22,0.48,0.32,20.0,7.0,41.0,7.0,5.0,1.23,1
