date,BEN,CO,MXIL,NO2,NO,O3,PM2_5,SO2,TOL,anomaly
2017-01-01,1.02,0.67,2.51,43.0,93.0,5.0,28.0,16.0,8.43,1
2017-01-02,1.2,0.81,4.67,52.0,112.0,2.0,28.0,11.0,15.44,1
2017-01-03,0.83,0.56,1.94,44.0,101.0,9.0,29.0,8.0,10.59,1
2017-01-04,1.2,0.77,6.53,53.0,169.0,4.0,32.0,18.0,21.47,-1
2017-01-05,0.95,0.75,3.41,45.0,104.0,12.0,26.0,9.0,15.59,1
2017-01-06,0.51,0.44,1.19,37.0,57.0,19.0,25.0,8.0,6.01,1
2017-01-07,0.76,0.46,1.31,44.0,90.0,15.0,27.0,13.0,7.66,1
2017-01-08,0.85,0.49,2.65,49.0,94.0,13.0,27.0,19.0,9.4,1
2017-01-09,1.4,0.75,6.22,67.0,170.0,9.0,30.0,25.0,19.67,-1
2017-01-10,0.39,0.3,0.95,49.0,29.0,28.0,10.0,13.0,5.25,1
2017-01-11,0.2,0.26,0.88,42.0,37.0,32.0,10.0,8.0,4.37,1
2017-01-12,0.12,0.17,0.29,31.0,22.0,44.0,9.0,6.0,1.83,1
2017-01-13,0.12,0.2,0.32,40.0,12.0,67.0,6.0,5.0,1.54,1
2017-01-14,0.13,0.22,0.29,39.0,9.0,57.0,8.0,6.0,1.23,1
2017-01-15,0.14,0.28,0.26,39.0,8.0,44.0,10.0,9.0,1.77,1
2017-01-16,0.1,0.24,0.28,43.0,17.0,41.0,7.0,6.0,1.61,1
2017-01-17,0.14,0.24,0.56,41.0,32.0,50.0,7.0,27.0,1.36,1
2017-01-18,0.22,0.36,0.47,57.0,112.0,21.0,12.0,33.0,3.03,1
2017-01-19,0.27,0.37,0.54,55.0,72.0,16.0,16.0,23.0,3.17,1
2017-01-20,0.37,0.55,1.98,60.0,143.0,15.0,22.0,49.0,4.77,1
2017-01-21,0.48,0.73,2.09,57.0,107.0,12.0,24.0,68.0,4.71,-1
2017-01-22,0.34,0.56,0.33,47.0,82.0,12.0,17.0,44.0,2.45,1
2017-01-23,0.6,0.57,1.39,48.0,83.0,15.0,16.0,30.0,4.63,1
2017-01-24,0.91,0.53,2.69,38.0,58.0,14.0,19.0,29.0,6.36,1
2017-01-25,0.98,0.58,3.2,41.0,67.0,10.0,22.0,4.0,7.46,1
2017-01-26,0.77,0.47,2.54,36.0,59.0,24.0,18.0,4.0,5.99,1
2017-01-27,0.65,0.44,2.06,38.0,50.0,23.0,7.0,12.0,5.73,1
2017-01-28,0.64,0.41,1.42,35.0,30.0,22.0,12.0,5.0,4.08,1
2017-01-29,0.86,0.51,2.08,35.0,36.0,10.0,12.0,5.0,6.78,1
2017-01-30,0.84,0.57,2.31,29.0,73.0,24.0,12.0,8.0,8.16,1
2017-01-31,0.49,0.26,1.0,32.0,23.0,43.0,12.0,4.0,3.34,1
2017-02-01,0.75,0.42,2.24,38.0,55.0,26.0,19.0,10.0,7.05,1
2017-02-02,0.21,0.2,0.35,20.0,10.0,55.0,7.0,5.0,1.55,1
2017-02-03,0.3,0.24,0.83,30.0,18.0,47.0,6.0,3.0,2.8,1
2017-02-04,0.32,0.27,0.76,28.0,16.0,45.0,8.0,3.0,2.14,1
2017-02-05,0.24,0.17,0.34,15.0,7.0,64.0,7.0,3.0,1.14,1
2017-02-06,0.74,0.48,2.64,55.0,76.0,19.0,7.0,5.0,7.54,1
2017-02-07,0.32,0.2,0.68,31.0,23.0,40.0,7.0,4.0,2.68,1
2017-02-08,0.41,0.26,0.63,39.0,24.0,30.0,10.0,5.0,2.6,1
2017-02-09,0.63,0.3,1.57,47.0,44.0,14.0,16.0,5.0,6.02,1
2017-02-10,0.38,0.26,0.91,43.0,21.0,40.0,10.0,4.0,6.08,1
2017-02-11,0.45,0.23,1.06,31.0,16.0,47.0,12.0,6.0,2.44,1
2017-02-12,0.54,0.32,1.1,30.0,23.0,47.0,11.0,5.0,3.96,1
2017-02-13,0.65,0.46,1.61,52.0,62.0,43.0,7.0,6.0,6.57,1
2017-02-14,1.21,0.51,2.68,50.0,68.0,36.0,10.0,6.0,13.78,1
2017-02-15,2.24,0.67,3.91,50.0,64.0,39.0,15.0,9.0,12.2,1
2017-02-16,1.18,0.52,3.08,52.0,63.0,42.0,18.0,10.0,6.36,1
2017-02-17,1.25,0.51,2.65,55.0,72.0,44.0,22.0,12.0,5.74,1
2017-02-18,1.68,0.49,1.87,49.0,37.0,40.0,20.0,12.0,4.82,1
2017-02-19,0.92,0.35,0.67,32.0,22.0,61.0,19.0,4.0,2.77,1
2017-02-20,0.85,0.5,1.05,45.0,45.0,42.0,25.0,43.0,4.3,1
2017-02-21,0.54,0.4,1.1,30.0,25.0,31.0,20.0,10.0,2.64,1
2017-02-22,0.37,0.28,0.69,27.0,11.0,22.0,24.0,6.0,2.37,1
2017-02-23,0.79,0.35,0.95,38.0,24.0,9.0,21.0,6.0,3.04,1
2017-02-24,0.32,0.23,0.42,31.0,14.0,41.0,10.0,4.0,1.65,1
2017-02-25,0.55,0.28,0.86,31.0,23.0,25.0,17.0,11.0,2.18,1
2017-02-26,0.6,0.27,0.26,24.0,9.0,27.0,20.0,11.0,1.1,1
2017-02-27,0.71,0.26,0.55,25.0,20.0,42.0,13.0,8.0,2.15,1
2017-02-28,0.34,0.2,0.62,27.0,17.0,49.0,11.0,3.0,1.85,1
2017-03-01,0.51,0.28,1.53,37.0,31.0,23.0,11.0,10.0,2.89,1
2017-03-02,0.52,0.4,0.8,38.0,24.0,19.0,13.0,11.0,3.05,1
2017-03-03,0.8,0.27,0.92,34.0,26.0,29.0,12.0,7.0,3.99,1
2017-03-04,0.3,0.22,0.26,23.0,12.0,49.0,11.0,12.0,0.91,1
2017-03-05,0.57,0.31,0.76,31.0,15.0,37.0,10.0,8.0,2.37,1
2017-03-06,0.15,0.15,0.18,14.0,5.0,58.0,13.0,3.0,0.87,1
2017-03-07,0.58,0.27,1.15,33.0,28.0,27.0,11.0,5.0,2.81,1
2017-03-08,0.54,0.28,0.87,30.0,26.0,16.0,21.0,10.0,3.29,1
2017-03-09,0.7,0.68,1.86,41.0,44.0,11.0,24.0,12.0,4.81,1
2017-03-10,1.16,0.59,2.56,56.0,71.0,15.0,25.0,22.0,6.75,1
2017-03-11,0.74,0.33,1.01,27.0,21.0,35.0,26.0,11.0,3.56,1
2017-03-12,0.16,0.16,0.13,13.0,4.0,52.0,14.0,3.0,0.58,1
2017-03-13,0.34,0.17,0.32,22.0,12.0,49.0,13.0,4.0,1.18,1
2017-03-14,0.21,0.16,0.18,23.0,12.0,34.0,16.0,6.0,1.15,1
2017-03-15,0.3,0.18,0.38,25.0,20.0,31.0,22.0,11.0,2.33,1
2017-03-16,0.55,0.4,1.04,33.0,24.0,27.0,21.0,16.0,2.67,1
2017-03-17,0.39,0.17,0.31,22.0,6.0,46.0,23.0,6.0,1.13,1
2017-03-18,0.1,0.15,0.12,13.0,3.0,50.0,19.0,7.0,0.74,1
2017-03-19,0.27,0.25,0.21,16.0,3.0,39.0,26.0,12.0,0.77,1
2017-03-20,0.49,0.23,0.6,25.0,9.0,33.0,23.0,9.0,2.18,1
2017-03-21,0.29,0.17,0.28,28.0,9.0,39.0,10.0,5.0,1.71,1
2017-03-22,0.21,0.15,0.23,22.0,10.0,45.0,10.0,4.0,1.21,1
2017-03-23,0.22,0.15,0.23,22.0,13.0,53.0,11.0,4.0,1.08,1
2017-03-24,0.36,0.17,0.37,29.0,21.0,38.0,13.0,4.0,1.49,1
2017-03-25,0.62,0.28,0.66,38.0,13.0,18.0,14.0,9.0,2.36,1
2017-03-26,0.5,0.19,0.48,22.0,7.0,48.0,11.0,3.0,1.8,1
2017-03-27,0.32,0.18,0.38,26.0,9.0,48.0,8.0,5.0,1.91,1
2017-03-28,0.63,0.32,1.19,41.0,29.0,29.0,13.0,10.0,5.16,1
2017-03-29,0.74,0.4,1.38,44.0,45.0,20.0,12.0,9.0,5.7,1
2017-03-30,0.94,0.37,1.82,40.0,48.0,24.0,15.0,7.0,6.3,1
2017-03-31,0.36,0.21,0.55,30.0,23.0,38.0,13.0,4.0,2.88,1
2017-04-01,0.04,0.12,0.15,9.0,4.0,67.0,9.0,2.0,0.45,-1
2017-04-02,0.08,0.12,0.12,4.0,2.0,71.0,9.0,2.0,0.19,-1
2017-04-03,0.96,0.29,0.72,33.0,21.0,28.0,16.0,18.0,2.45,1
2017-04-04,0.66,0.32,0.43,24.0,13.0,39.0,20.0,16.0,1.61,1
2017-04-05,0.28,0.11,0.2,14.0,5.0,53.0,12.0,2.0,0.47,1
2017-04-06,0.33,0.14,0.31,23.0,19.0,40.0,17.0,3.0,1.3,1
2017-04-07,0.34,0.26,0.35,27.0,14.0,35.0,18.0,4.0,1.81,1
2017-04-08,0.65,0.34,0.51,31.0,17.0,38.0,19.0,10.0,2.44,1
2017-04-09,0.74,0.64,0.31,31.0,8.0,42.0,34.0,24.0,1.4,1
2017-04-10,0.31,0.39,0.25,18.0,5.0,55.0,27.0,6.0,1.03,1
2017-04-11,0.25,0.1,0.21,13.0,3.0,63.0,17.0,2.0,0.72,1
2017-04-12,0.28,0.39,0.25,16.0,4.0,53.0,30.0,5.0,0.77,1
2017-04-13,0.26,0.4,0.2,17.0,3.0,51.0,32.0,11.0,0.57,1
2017-04-14,0.28,0.21,0.45,16.0,2.0,53.0,31.0,4.0,0.51,1
2017-04-15,0.25,0.11,0.2,11.0,3.0,57.0,18.0,2.0,0.3,1
2017-04-16,0.26,0.11,0.24,12.0,7.0,41.0,13.0,2.0,1.02,1
2017-04-17,0.25,0.1,0.22,9.0,5.0,56.0,16.0,2.0,0.4,1
2017-04-18,0.25,0.1,0.2,8.0,3.0,65.0,19.0,2.0,0.29,1
2017-04-19,0.34,0.1,0.21,13.0,4.0,69.0,15.0,2.0,0.51,1
2017-04-20,0.29,0.11,0.25,20.0,8.0,56.0,23.0,6.0,0.67,1
2017-04-21,0.43,0.3,0.49,32.0,17.0,44.0,28.0,6.0,2.22,1
2017-04-22,0.38,0.43,0.42,30.0,10.0,45.0,23.0,15.0,2.36,1
2017-04-23,0.28,0.36,0.21,16.0,3.0,58.0,18.0,7.0,0.76,1
2017-04-24,0.33,0.56,0.42,32.0,14.0,26.0,21.0,5.0,2.48,1
2017-04-25,0.38,0.12,0.2,21.0,5.0,52.0,13.0,3.0,0.63,1
2017-04-26,0.32,0.11,0.2,16.0,6.0,53.0,8.0,2.0,0.38,1
2017-04-27,0.27,0.13,0.21,18.0,8.0,44.0,9.0,3.0,0.5,1
2017-04-28,0.29,0.14,0.27,21.0,14.0,42.0,9.0,2.0,0.81,1
2017-04-29,0.29,0.21,0.25,20.0,8.0,51.0,9.0,9.0,0.86,1
2017-04-30,0.29,0.13,0.23,10.0,3.0,64.0,5.0,14.0,0.6,1
2017-05-01,0.37,0.16,0.36,19.0,13.0,37.0,6.0,5.0,1.3,1
2017-05-02,0.37,0.16,0.36,19.0,13.0,37.0,9.0,5.0,1.3,1
2017-05-03,0.25,0.19,0.2,13.0,6.0,42.0,8.0,3.0,0.78,1
2017-05-04,0.55,0.27,0.28,20.0,13.0,37.0,17.0,3.0,1.68,1
2017-05-05,0.85,0.34,0.35,37.0,19.0,31.0,16.0,3.0,2.57,1
2017-05-06,0.3,0.32,0.26,29.0,7.0,28.0,11.0,3.0,1.19,1
2017-05-07,0.15,0.37,0.21,24.0,4.0,33.0,13.0,2.0,0.65,1
2017-05-08,0.22,0.35,0.25,30.0,13.0,28.0,15.0,2.0,1.34,1
2017-05-09,0.16,0.28,0.23,29.0,8.0,27.0,20.0,2.0,1.32,1
2017-05-10,0.29,0.35,0.38,33.0,12.0,29.0,16.0,4.0,1.96,1
2017-05-11,0.72,0.37,0.27,38.0,18.0,38.0,11.0,6.0,2.54,1
2017-05-12,0.23,0.31,0.26,35.0,8.0,34.0,14.0,4.0,1.62,1
2017-05-13,0.18,0.33,0.28,29.0,7.0,38.0,12.0,4.0,0.92,1
2017-05-14,0.26,0.41,0.23,26.0,6.0,39.0,13.0,7.0,0.68,1
2017-05-15,0.29,0.39,0.47,32.0,19.0,30.0,12.0,6.0,1.55,1
2017-05-16,0.63,0.35,0.41,33.0,15.0,38.0,16.0,7.0,1.45,1
2017-05-17,0.99,0.29,0.66,30.0,9.0,37.0,16.0,5.0,1.43,1
2017-05-18,0.75,0.19,0.27,27.0,10.0,52.0,9.0,6.0,0.94,1
2017-05-19,0.62,0.22,0.61,28.0,13.0,48.0,11.0,6.0,1.67,1
2017-05-20,0.48,0.19,0.26,23.0,6.0,42.0,10.0,7.0,0.72,1
2017-05-21,0.36,0.55,0.37,38.0,11.0,33.0,13.0,15.0,1.18,1
2017-05-22,0.36,0.28,0.37,25.0,3.0,46.0,19.0,9.0,1.18,1
2017-05-23,0.24,0.18,0.47,15.0,4.0,49.0,19.0,5.0,1.64,1
2017-05-24,0.33,0.55,0.38,31.0,6.0,32.0,19.0,15.0,1.92,1
2017-05-25,0.87,0.43,1.26,55.0,22.0,29.0,19.0,9.0,3.92,1
2017-05-26,0.75,0.29,0.84,44.0,23.0,24.0,18.0,17.0,2.96,1
2017-05-27,0.74,0.38,0.38,28.0,9.0,31.0,23.0,15.0,1.34,1
2017-05-28,0.54,0.2,0.21,15.0,2.0,61.0,19.0,15.0,0.6,1
2017-05-29,0.4,0.4,0.27,27.0,8.0,47.0,14.0,15.0,1.0,1
2017-05-30,0.27,0.54,0.36,27.0,5.0,47.0,20.0,13.0,1.94,1
2017-05-31,0.3,0.42,0.33,24.0,7.0,36.0,18.0,7.0,1.4,1
2017-06-01,0.77,0.57,1.5,30.0,11.0,33.0,30.0,8.0,3.6,1
2017-06-02,0.37,0.15,0.24,20.0,4.0,68.0,15.0,2.0,0.76,1
2017-06-03,0.41,0.15,0.22,22.0,4.0,42.0,12.0,3.0,0.6,1
2017-06-04,0.34,0.17,0.23,22.0,5.0,38.0,11.0,3.0,0.76,1
2017-06-05,0.35,0.22,0.33,24.0,12.0,42.0,13.0,21.0,1.14,1
2017-06-06,0.22,0.1,0.2,8.0,3.0,78.0,10.0,2.0,0.28,-1
2017-06-07,0.44,0.43,0.34,31.0,9.0,42.0,16.0,16.0,1.05,1
2017-06-08,0.35,0.36,0.29,20.0,16.0,29.0,16.0,16.0,0.98,1
2017-06-09,0.35,0.36,0.3,20.0,17.0,28.0,18.0,9.0,0.98,1
2017-06-10,0.25,0.29,0.25,10.0,24.0,41.0,19.0,9.0,0.9,1
2017-06-11,0.41,0.19,0.2,3.0,19.0,39.0,16.0,9.0,0.4,1
2017-06-12,0.31,0.17,0.24,5.0,20.0,41.0,10.0,2.0,0.61,1
2017-06-13,0.2,0.14,0.27,6.0,20.0,39.0,12.0,2.0,0.82,1
2017-06-14,0.41,0.19,0.27,8.0,20.0,38.0,20.0,3.0,1.02,1
2017-06-15,0.25,0.16,0.22,5.0,21.0,55.0,15.0,5.0,0.65,1
2017-06-16,0.15,0.11,0.2,4.0,16.0,51.0,12.0,5.0,0.33,1
2017-06-17,0.15,0.24,0.2,3.0,16.0,65.0,13.0,6.0,0.36,1
2017-06-18,0.29,0.49,0.23,6.0,31.0,53.0,18.0,8.0,0.86,1
2017-06-19,0.58,0.37,0.46,18.0,50.0,43.0,23.0,9.0,2.61,1
2017-06-20,0.5,0.47,0.41,16.0,47.0,67.0,32.0,14.0,2.45,1
2017-06-21,0.41,0.26,0.45,20.0,29.0,68.0,29.0,10.0,1.78,1
2017-06-22,0.22,0.11,0.33,17.0,3.0,51.0,21.0,6.0,0.7,1
2017-06-23,0.38,0.15,0.28,23.0,3.0,37.0,15.0,7.0,0.76,1
2017-06-24,0.35,0.12,0.25,14.0,3.0,30.0,9.0,6.0,0.51,1
2017-06-25,0.35,0.12,0.25,14.0,3.0,30.0,5.0,6.0,0.51,1
2017-06-26,0.3,0.19,0.3,20.0,8.0,24.0,3.0,9.0,0.77,1
2017-06-27,0.41,0.11,0.31,22.0,6.0,23.0,5.0,8.0,1.25,1
2017-06-28,0.31,0.11,0.27,18.0,11.0,34.0,3.0,6.0,0.87,1
2017-06-29,0.29,0.1,0.26,16.0,7.0,48.0,4.0,6.0,0.69,1
2017-06-30,0.33,0.11,0.29,17.0,7.0,48.0,4.0,5.0,0.57,1
2017-07-01,0.33,0.1,0.26,11.0,4.0,47.0,4.0,8.0,0.45,1
2017-07-02,0.4,0.14,0.25,13.0,4.0,33.0,7.0,13.0,0.4,1
2017-07-03,0.3,0.25,0.25,17.0,4.0,24.0,10.0,13.0,0.76,1
2017-07-04,0.36,0.45,0.29,31.0,9.0,25.0,13.0,18.0,1.35,1
2017-07-05,0.35,0.11,0.28,19.0,3.0,39.0,12.0,8.0,0.79,1
2017-07-06,0.38,0.18,0.35,23.0,5.0,32.0,18.0,16.0,1.13,1
2017-07-07,0.52,0.25,0.33,25.0,6.0,34.0,22.0,14.0,0.9,1
2017-07-08,0.36,0.1,0.25,12.0,2.0,58.0,8.0,4.0,0.31,1
2017-07-09,0.42,0.1,0.25,14.0,2.0,44.0,8.0,4.0,0.45,1
2017-07-10,0.34,0.1,0.25,14.0,6.0,30.0,4.0,4.0,0.42,1
2017-07-11,0.32,0.34,0.25,22.0,6.0,35.0,8.0,13.0,0.57,1
2017-07-12,0.49,0.41,0.34,22.0,13.0,20.0,13.0,13.0,0.99,1
2017-07-13,0.28,0.39,0.3,18.0,5.0,29.0,10.0,9.0,0.74,1
2017-07-14,0.26,0.31,0.26,14.0,3.0,41.0,4.0,5.0,0.31,1
2017-07-15,0.26,0.31,0.25,14.0,4.0,42.0,4.0,6.0,0.35,1
2017-07-16,0.25,0.34,0.25,13.0,3.0,55.0,7.0,8.0,0.28,1
2017-07-17,0.55,0.44,0.26,26.0,6.0,53.0,14.0,10.0,0.92,1
2017-07-18,0.54,0.44,0.34,22.0,4.0,52.0,20.0,7.0,0.91,1
2017-07-19,0.44,0.39,0.31,23.0,9.0,34.0,13.0,8.0,0.97,1
2017-07-20,0.29,0.34,0.27,18.0,4.0,40.0,4.0,6.0,0.57,1
2017-07-21,0.45,0.42,0.29,19.0,5.0,39.0,9.0,8.0,0.58,1
2017-07-22,0.3,0.38,0.25,17.0,4.0,32.0,6.0,12.0,0.52,1
2017-07-23,0.28,0.33,0.25,10.0,2.0,34.0,4.0,6.0,0.32,1
2017-07-24,0.25,0.32,0.25,9.0,4.0,39.0,3.0,6.0,0.31,1
2017-07-25,0.36,0.35,0.25,15.0,4.0,43.0,7.0,7.0,0.48,1
2017-07-26,0.47,0.41,0.32,21.0,5.0,34.0,10.0,9.0,0.81,1
2017-07-27,0.43,0.42,0.35,17.0,11.0,28.0,6.0,8.0,1.06,1
2017-07-28,0.35,0.62,0.32,26.0,5.0,34.0,10.0,11.0,0.76,1
2017-07-29,0.34,0.53,0.25,23.0,6.0,41.0,8.0,15.0,0.62,1
2017-07-30,0.3,0.37,0.25,10.0,2.0,47.0,7.0,7.0,0.35,1
2017-07-31,0.34,0.39,0.26,17.0,5.0,34.0,4.0,6.0,0.54,1
2017-08-01,0.29,0.41,0.28,18.0,5.0,31.0,4.0,5.0,0.5,1
2017-08-02,0.33,0.5,0.37,20.0,11.0,31.0,7.0,8.0,0.73,1
2017-08-03,0.45,0.49,0.27,24.0,9.0,23.0,10.0,11.0,0.88,1
2017-08-04,0.34,0.49,0.28,21.0,12.0,20.0,12.0,10.0,1.1,1
2017-08-05,0.29,0.44,0.25,12.0,2.0,44.0,5.0,7.0,0.27,1
2017-08-06,0.25,0.33,0.25,7.0,2.0,53.0,4.0,6.0,0.25,1
2017-08-07,0.42,0.38,0.27,17.0,5.0,39.0,3.0,7.0,0.64,1
2017-08-08,0.33,0.36,0.26,14.0,6.0,46.0,3.0,6.0,0.42,1
2017-08-09,0.37,0.36,0.3,17.0,6.0,52.0,3.0,5.0,0.58,1
2017-08-10,0.28,0.36,0.5,16.0,5.0,45.0,5.0,5.0,1.09,1
2017-08-11,0.3,0.38,0.29,19.0,8.0,40.0,5.0,7.0,0.68,1
2017-08-12,0.27,0.39,0.48,16.0,5.0,41.0,4.0,6.0,0.61,1
2017-08-13,0.29,0.37,0.26,13.0,4.0,37.0,7.0,6.0,0.47,1
2017-08-14,0.33,0.42,0.25,17.0,5.0,46.0,11.0,7.0,0.47,1
2017-08-15,0.36,0.37,0.25,10.0,2.0,42.0,6.0,6.0,0.29,1
2017-08-16,0.32,0.49,0.31,19.0,5.0,37.0,7.0,7.0,0.85,1
2017-08-17,0.34,0.54,0.28,23.0,9.0,35.0,9.0,10.0,0.94,1
2017-08-18,0.48,0.39,0.25,18.0,6.0,41.0,6.0,7.0,0.72,1
2017-08-19,0.3,0.34,0.25,8.0,2.0,46.0,3.0,7.0,0.27,1
2017-08-20,0.37,0.39,0.25,16.0,6.0,34.0,4.0,7.0,0.62,1
2017-08-21,0.54,0.85,0.55,42.0,21.0,32.0,10.0,13.0,2.24,1
2017-08-22,0.7,0.43,0.56,26.0,9.0,39.0,10.0,9.0,1.44,1
2017-08-23,0.77,0.41,0.27,19.0,8.0,25.0,7.0,7.0,1.0,1
2017-08-24,0.32,0.37,0.27,16.0,4.0,28.0,6.0,10.0,0.93,1
2017-08-25,0.4,0.77,0.35,26.0,8.0,23.0,10.0,10.0,1.14,1
2017-08-26,0.46,0.6,0.31,20.0,9.0,26.0,13.0,8.0,1.15,1
2017-08-27,0.6,0.47,0.37,25.0,10.0,16.0,8.0,7.0,1.48,1
2017-08-28,0.56,0.48,0.39,23.0,11.0,30.0,13.0,8.0,1.11,1
2017-08-29,0.51,0.41,0.26,19.0,3.0,44.0,14.0,8.0,0.64,1
2017-08-30,0.45,0.4,0.27,18.0,4.0,36.0,6.0,7.0,0.67,1
2017-08-31,0.35,0.4,0.55,19.0,4.0,40.0,5.0,8.0,1.78,1
2017-09-01,0.44,0.44,0.35,21.0,11.0,36.0,7.0,8.0,0.86,1
2017-09-02,0.46,0.5,0.28,19.0,8.0,31.0,8.0,9.0,0.84,1
2017-09-03,0.73,0.56,0.32,26.0,6.0,25.0,9.0,10.0,1.02,1
2017-09-04,0.5,0.44,0.26,17.0,5.0,25.0,7.0,7.0,0.94,1
2017-09-05,0.52,0.44,0.33,18.0,9.0,33.0,11.0,9.0,0.92,1
2017-09-06,0.34,0.38,0.28,14.0,3.0,43.0,6.0,7.0,0.6,1
2017-09-07,0.37,0.42,0.28,18.0,8.0,30.0,8.0,8.0,0.96,1
2017-09-08,0.34,0.38,0.25,9.0,2.0,47.0,5.0,8.0,0.35,1
2017-09-09,0.35,0.38,0.26,10.0,3.0,47.0,4.0,7.0,0.38,1
2017-09-10,0.48,0.4,0.29,14.0,4.0,35.0,4.0,7.0,0.68,1
2017-09-11,0.33,0.37,0.27,10.0,4.0,46.0,5.0,6.0,0.43,1
2017-09-12,0.43,0.41,0.28,18.0,7.0,24.0,5.0,9.0,0.66,1
2017-09-13,0.46,0.41,0.37,15.0,15.0,19.0,5.0,9.0,0.96,1
2017-09-14,0.4,0.37,0.26,14.0,4.0,41.0,4.0,7.0,0.66,1
2017-09-15,0.44,0.41,0.29,18.0,8.0,24.0,3.0,7.0,0.73,1
2017-09-16,0.5,0.42,0.38,16.0,6.0,27.0,3.0,7.0,1.02,1
2017-09-17,0.37,0.39,0.26,11.0,3.0,36.0,3.0,7.0,0.56,1
2017-09-18,0.43,0.42,0.36,14.0,10.0,25.0,5.0,8.0,0.88,1
2017-09-19,0.38,0.42,0.28,14.0,9.0,26.0,5.0,8.0,0.92,1
2017-09-20,0.55,0.81,0.65,14.0,10.0,16.0,11.0,18.0,2.35,1
2017-09-21,0.41,0.49,0.42,17.0,16.0,32.0,7.0,8.0,1.2,1
2017-09-22,0.26,0.36,0.25,13.0,4.0,47.0,4.0,7.0,0.38,1
2017-09-23,0.56,0.5,0.37,20.0,13.0,25.0,8.0,8.0,1.34,1
2017-09-24,0.43,0.49,0.26,15.0,8.0,36.0,11.0,9.0,0.63,1
2017-09-25,0.37,0.45,0.27,16.0,9.0,30.0,5.0,7.0,0.8,1
2017-09-26,0.41,0.6,0.42,25.0,14.0,19.0,7.0,9.0,1.52,1
2017-09-27,0.58,0.47,0.74,35.0,35.0,20.0,6.0,10.0,2.03,1
2017-09-28,0.55,0.64,0.75,35.0,30.0,18.0,7.0,13.0,2.08,1
2017-09-29,0.6,0.47,0.47,26.0,28.0,30.0,9.0,11.0,1.54,1
2017-09-30,0.58,0.39,0.32,24.0,12.0,42.0,3.0,8.0,0.69,1
2017-10-01,0.49,0.38,0.26,19.0,10.0,23.0,5.0,7.0,0.61,1
2017-10-02,0.46,0.53,0.31,27.0,15.0,18.0,8.0,8.0,1.16,1
2017-10-03,0.37,0.38,0.28,19.0,12.0,18.0,6.0,6.0,0.83,1
2017-10-04,0.33,0.34,0.26,18.0,13.0,22.0,6.0,4.0,0.88,1
2017-10-05,0.33,0.36,0.29,21.0,11.0,37.0,5.0,6.0,0.73,1
2017-10-06,0.32,0.33,0.26,19.0,11.0,42.0,6.0,6.0,0.5,1
2017-10-07,0.43,0.5,0.29,26.0,12.0,33.0,8.0,6.0,0.76,1
2017-10-08,0.55,0.6,0.3,26.0,19.0,27.0,10.0,8.0,1.2,1
2017-10-09,0.53,0.54,0.38,33.0,31.0,22.0,11.0,7.0,1.48,1
2017-10-10,0.62,0.64,0.64,39.0,43.0,15.0,11.0,11.0,2.47,1
2017-10-11,0.68,0.45,0.62,43.0,52.0,25.0,8.0,7.0,2.43,1
2017-10-12,0.75,0.84,0.7,33.0,33.0,17.0,16.0,10.0,2.25,1
2017-10-13,0.73,0.51,0.43,38.0,38.0,20.0,23.0,9.0,1.65,1
2017-10-14,0.82,0.86,0.7,46.0,29.0,17.0,24.0,16.0,1.84,1
2017-10-15,1.38,0.75,2.63,57.0,85.0,8.0,20.0,10.0,6.14,1
2017-10-16,0.73,0.45,0.66,36.0,22.0,37.0,26.0,6.0,2.08,1
2017-10-17,0.98,0.57,0.36,40.0,32.0,12.0,22.0,6.0,1.59,1
2017-10-18,0.81,0.57,1.11,38.0,40.0,10.0,13.0,9.0,1.81,1
2017-10-19,0.62,0.49,0.63,41.0,42.0,10.0,5.0,7.0,1.94,1
2017-10-20,0.74,0.49,1.27,38.0,62.0,21.0,7.0,6.0,2.98,1
2017-10-21,0.4,0.33,0.27,21.0,11.0,48.0,4.0,6.0,0.55,1
2017-10-22,0.46,0.35,0.3,23.0,12.0,33.0,6.0,6.0,0.63,1
2017-10-23,0.66,0.61,0.5,41.0,37.0,14.0,10.0,16.0,1.57,1
2017-10-24,1.05,0.59,1.6,61.0,95.0,9.0,8.0,11.0,3.78,1
2017-10-25,0.9,0.79,1.64,59.0,77.0,9.0,9.0,18.0,3.79,1
2017-10-26,0.86,0.56,1.24,54.0,79.0,18.0,8.0,15.0,3.3,1
2017-10-27,0.57,0.49,0.71,41.0,55.0,20.0,13.0,10.0,2.29,1
2017-10-28,0.32,0.3,0.25,22.0,8.0,39.0,10.0,5.0,0.84,1
2017-10-29,0.33,0.32,0.25,19.0,8.0,40.0,8.0,4.0,0.58,1
2017-10-30,0.3,0.31,0.25,24.0,10.0,36.0,3.0,5.0,0.42,1
2017-10-31,0.58,0.44,0.58,40.0,55.0,17.0,6.0,9.0,1.74,1
2017-11-01,1.16,0.72,1.61,48.0,74.0,4.0,7.0,17.0,4.1,1
2017-11-02,1.02,0.63,1.09,52.0,74.0,5.0,11.0,10.0,3.47,1
2017-11-03,0.64,0.56,0.66,42.0,41.0,11.0,5.0,8.0,2.65,1
2017-11-04,0.52,0.47,0.5,24.0,27.0,25.0,6.0,7.0,1.57,1
2017-11-05,0.4,0.39,0.34,23.0,10.0,45.0,4.0,6.0,0.63,1
2017-11-06,0.72,0.53,0.45,38.0,43.0,23.0,6.0,11.0,1.46,1
