date;BEN;CO;MXIL;NO2;NO;O3;PM2_5;SO2;TOL
2022-06-29;0.1;0.3;0.1;8;23;33;9;6;0.66
2022-06-30;0.14;0.29;0.11;8;24;39;9;6;0.72
2022-07-01;0.17;0.34;0.2;15;54;33;13;7;1.51
2022-07-02;0.15;0.32;0.14;14;30;31;14;6;1.03
2022-07-03;0.1;0.28;0.31;11;7;39;7;6;0.36
2022-07-04;0.08;0.34;0.13;13;11;36;6;5;0.11
2022-07-05;1.92;0.28;0.16;14;9;35;11;4;0.14
2022-07-06;3.03;0.27;0.72;12;7;49;10;4;0.2
2022-07-07;3.23;0.28;1.46;12;11;40;13;4;0.87
2022-07-08;1.24;0.26;0.13;10;6;41;11;4;4.19
2022-07-09;0.5;0.34;0.5;15;9;39;15;5;7.03
2022-07-10;0.49;0.61;1.81;20;13;39;22;7;8.1
2022-07-11;0.56;0.81;2.16;30;22;36;26;8;8.12
2022-07-12;0.53;0.73;2.21;30;23;37;26;7;6.88
2022-07-13;0.78;0.92;3.56;41;27;56;32;17;6.53
2022-07-14;0.69;0.86;2.8;26;19;52;38;7;5.09
2022-07-15;0.67;0.49;0.46;22;14;51;33;4;0.85
2022-07-16;0.73;0.57;0.57;27;17;39;38;5;1.27
2022-07-17;0.74;0.62;0.5;24;16;57;41;9;0.92
2022-07-18;0.62;0.46;0.33;19;12;46;29;5;0.71
2022-07-19;0.57;0.38;0.16;18;11;48;25;5;0.49
2022-07-20;0.54;0.35;0.22;15;12;43;14;5;0.55
2022-07-21;0.51;0.32;0.2;10;6;52;17;4;0.73
2022-07-22;0.51;0.36;0.15;15;10;48;10;7;0.37
2022-07-23;0.5;0.34;0.14;11;6;47;10;5;0.31
2022-07-24;0.56;0.39;0.25;13;9;39;16;4;0.49
2022-07-25;0.54;0.35;0.17;11;8;42;9;4;0.37
2022-07-26;0.5;0.37;0.14;12;7;44;6;3;0.32
2022-07-27;0.52;0.28;0.26;12;7;52;7;7;0.51
2022-07-28;0.58;0.31;0.22;15;11;47;13;21;0.54
2022-07-29;0.55;0.3;0.24;14;9;49;10;15;0.53
2022-07-30;0.5;0.25;0.17;7;4;44;7;16;0.35
2022-07-31;0.52;0.27;0.2;7;4;43;9;17;0.45
