date;value
21-12-2018;45
22-12-2018;29
23-12-2018;27
24-12-2018;36
25-12-2018;37
26-12-2018;47
27-12-2018;35
28-12-2018;35
29-12-2018;27
30-12-2018;30
31-12-2018;38.125
01-01-2019;32.976
02-01-2019;16.64
03-01-2019;25.527
04-01-2019;41.47
05-01-2019;52.043
06-01-2019;40.126
07-01-2019;41.946
08-01-2019;34.363
09-01-2019;20.539
10-01-2019;14.863
11-01-2019;32.326
12-01-2019;22.88
13-01-2019;17.896
14-01-2019;14.213
15-01-2019;27.17
16-01-2019;21.883
17-01-2019;9.1236
18-01-2019;14.516
19-01-2019;12.48
20-01-2019;4.2466
21-01-2019;11.353
22-01-2019;9.6765
23-01-2019;4.7233
24-01-2019;5.2866
25-01-2019;10.66
26-01-2019;15.946
27-01-2019;7.8866
28-01-2019;8.0166
29-01-2019;8.7966
30-01-2019;13.189
31-01-2019;9.1866
01-02-2019;6.24
02-02-2019;9.75
03-02-2019;14.213
04-02-2019;27.906
05-02-2019;18.199
06-02-2019;21.103
07-02-2019;18.07
08-02-2019;23.746
09-02-2019;15.383
10-02-2019;6.1099
11-02-2019;12.35
12-02-2019;25.621
13-02-2019;27.17
14-02-2019;36.053
15-02-2019;41.426
16-02-2019;45.5
17-02-2019;32.846
18-02-2019;13.953
19-02-2019;12.349
20-02-2019;22.403
21-02-2019;30.301
22-02-2019;37.396
23-02-2019;34.493
24-02-2019;33.756
25-02-2019;33.366
26-02-2019;29.986
27-02-2019;30.723
28-02-2019;27.607
01-03-2019;25.48
02-03-2019;19.846
03-03-2019;19.803
04-03-2019;11.483
05-03-2019;27.733
06-03-2019;8.1466
07-03-2019;9.0566
08-03-2019;9.4033
09-03-2019;11.309
10-03-2019;11.873
11-03-2019;8.7533
12-03-2019;11.44
13-03-2019;6.5866
14-03-2019;6.37
15-03-2019;12.48
16-03-2019;16.726
17-03-2019;7.1933
18-03-2019;8.2766
19-03-2019;9.3166
20-03-2019;9.0133
21-03-2019;13.173
22-03-2019;20.886
23-03-2019;22.619
24-03-2019;18.72
25-03-2019;12.523
26-03-2019;10.258
27-03-2019;15.6
28-03-2019;16.076
29-03-2019;18.936
30-03-2019;21.06
31-03-2019;16.076
01-04-2019;17.983
02-04-2019;14.386
