date;value
11-07-2019;1.3679
12-07-2019;0.512
13-07-2019;0.2154
14-07-2019;0.2766
15-07-2019;0.5008
16-07-2019;0.8804
17-07-2019;0.7329
18-07-2019;0.8113
19-07-2019;1.2116
20-07-2019;0.4504
21-07-2019;0.2637
22-07-2019;1.7441
23-07-2019;0.8483
24-07-2019;2.2004
25-07-2019;2.2891
26-07-2019;0.7116
27-07-2019;0.48
28-07-2019;0.4266
29-07-2019;0.6712
30-07-2019;0.6631
31-07-2019;0.7516
01-08-2019;1.4916
02-08-2019;1.2054
03-08-2019;1.1725
04-08-2019;0.7804
05-08-2019;2.49
06-08-2019;0.7037
07-08-2019;0.985
08-08-2019;3.1045
09-08-2019;2.2866
10-08-2019;2.28
11-08-2019;1.455
12-08-2019;1.46
13-08-2019;0.6304
14-08-2019;0.725
15-08-2019;0.57
16-08-2019;0.58
17-08-2019;0.57
18-08-2019;0.4333
19-08-2019;0.2958
20-08-2019;0.2604
21-08-2019;0.6037
22-08-2019;0.6579
23-08-2019;2.1683
24-08-2019;0.7012
25-08-2019;0.1995
26-08-2019;0.475
27-08-2019;0.5354
28-08-2019;0.4395
29-08-2019;0.5229
30-08-2019;0.627
31-08-2019;0.3554
01-09-2019;0.2079
02-09-2019;0.212
03-09-2019;0.9745
04-09-2019;1.0725
05-09-2019;0.3508
06-09-2019;0.65
07-09-2019;0.8095
08-09-2019;0.7391
09-09-2019;0.2504
10-09-2019;0.3618
11-09-2019;0.4508
12-09-2019;1.1425
13-09-2019;0.6308
14-09-2019;0.59
15-09-2019;0.2483
16-09-2019;0.9466
17-09-2019;1.7512
18-09-2019;1.0333
19-09-2019;0.4466
20-09-2019;2.3562
21-09-2019;0.5095
22-09-2019;0.577
23-09-2019;1.41
24-09-2019;1.0829
25-09-2019;1.8631
26-09-2019;1.672
27-09-2019;0.7925
28-09-2019;0.6079
29-09-2019;0.6704
30-09-2019;1.0133
01-10-2019;0.35
02-10-2019;0.437
03-10-2019;0.992
04-10-2019;0.475
05-10-2019;0.7275
06-10-2019;0.802
07-10-2019;1.8566
08-10-2019;1.8027
09-10-2019;1.8027
10-10-2019;1.7487
11-10-2019;3.0362
12-10-2019;0.9525
13-10-2019;0.5225
14-10-2019;0.4854
15-10-2019;1.5483
16-10-2019;1.7758
17-10-2019;1.5758
18-10-2019;1.63
19-10-2019;0.4945
20-10-2019;0.435
21-10-2019;1.305
22-10-2019;1.5873
23-10-2019;0.9091
24-10-2019;2.6441
25-10-2019;3.4162
26-10-2019;4.6733
27-10-2019;2.4637
28-10-2019;4.2291
29-10-2019;5.317
30-10-2019;4.5637
31-10-2019;2.9291
01-11-2019;2.4891
02-11-2019;0.5362
03-11-2019;0.5895
04-11-2019;1.2558
05-11-2019;0.5454
06-11-2019;1.3616
07-11-2019;0.7
08-11-2019;0.8358
09-11-2019;0.4787
10-11-2019;0.5291
11-11-2019;0.8858
12-11-2019;1.1279
13-11-2019;0.7766
14-11-2019;0.5
15-11-2019;0.6104
16-11-2019;0.6654
17-11-2019;0.8729
18-11-2019;1.2166
19-11-2019;3.83
20-11-2019;4.118
21-11-2019;4.4062
22-11-2019;1.0729
23-11-2019;0.6095
24-11-2019;2.1379
25-11-2019;3.9416
26-11-2019;2.0545
27-11-2019;2.545
28-11-2019;2.545
29-11-2019;3.035
30-11-2019;1.547
01-12-2019;0.8787
02-12-2019;1.3666
03-12-2019;3.062
04-12-2019;8.6016
05-12-2019;6.4034
06-12-2019;6.6658
07-12-2019;3.5845
08-12-2019;1.117
09-12-2019;1.6604
10-12-2019;5.9575
11-12-2019;1.5583
12-12-2019;0.6683
13-12-2019;0.3983
14-12-2019;5.1404
15-12-2019;0.5383
16-12-2019;0.5591
17-12-2019;1.95
18-12-2019;1.2691
19-12-2019;1.6479
20-12-2019;2.5433
21-12-2019;1.5637
22-12-2019;0.4045
23-12-2019;5.0541
24-12-2019;4.987
25-12-2019;5.8395
26-12-2019;3.5308
27-12-2019;5.1812
28-12-2019;8.275
29-12-2019;7.4787
30-12-2019;10.635
31-12-2019;7.17
01-01-2020;2.5
02-01-2020;4.94
03-01-2020;9.57
04-01-2020;2.2
05-01-2020;3.04
06-01-2020;2.98
07-01-2020;7.3
08-01-2020;9.38
09-01-2020;4.63
10-01-2020;2.34
11-01-2020;5
12-01-2020;4.58
13-01-2020;8.01
14-01-2020;1.63
15-01-2020;1.91
16-01-2020;2.18
17-01-2020;0.98
18-01-2020;2.12
19-01-2020;0.26
20-01-2020;0.6
21-01-2020;1.43
22-01-2020;4.87
23-01-2020;2.91
24-01-2020;4.11
25-01-2020;3.05
26-01-2020;3.3
27-01-2020;2.29
28-01-2020;1.89
29-01-2020;5.42
30-01-2020;6.59
31-01-2020;7.59
01-02-2020;5.59
02-02-2020;6.93
03-02-2020;7.4
04-02-2020;1.91
05-02-2020;0.84
06-02-2020;6.55
07-02-2020;5.08
08-02-2020;1.97
09-02-2020;3.21
10-02-2020;3.55
11-02-2020;2
12-02-2020;1.71
13-02-2020;11.73
14-02-2020;3.36
15-02-2020;3.38
16-02-2020;6.03
17-02-2020;0.7
18-02-2020;7.01
19-02-2020;2.92
20-02-2020;2.42
21-02-2020;2.45
22-02-2020;1.65
23-02-2020;0.81
24-02-2020;11.01
25-02-2020;1.01
26-02-2020;0.69
27-02-2020;1.09
28-02-2020;2.92
29-02-2020;0.31
01-03-2020;0.58
02-03-2020;0.63
03-03-2020;0.53
04-03-2020;2.37
05-03-2020;1.07
06-03-2020;0.68
07-03-2020;0.95
08-03-2020;1.19
09-03-2020;1.11
10-03-2020;2.09
11-03-2020;1.82
12-03-2020;0.53
13-03-2020;0.45
14-03-2020;0.72
15-03-2020;0.75
16-03-2020;0.35
17-03-2020;0.61
18-03-2020;1.54
19-03-2020;1.32
20-03-2020;1.5
21-03-2020;0.69
22-03-2020;0.21
23-03-2020;0.22
24-03-2020;0.66
25-03-2020;0.93
26-03-2020;0.44
27-03-2020;0.2
28-03-2020;0.74
29-03-2020;0.28
30-03-2020;0.18
31-03-2020;0.17
01-04-2020;0.21
02-04-2020;0.19
03-04-2020;0.24
04-04-2020;0.6
05-04-2020;0.18
06-04-2020;0.18
07-04-2020;0.21
08-04-2020;0.15
09-04-2020;0.14
10-04-2020;0.09
11-04-2020;0.08
12-04-2020;0.07
13-04-2020;0.26
14-04-2020;1
15-04-2020;0.75
16-04-2020;0.71
17-04-2020;0.4
18-04-2020;0.74
19-04-2020;0.07
20-04-2020;0.25
21-04-2020;0.1
22-04-2020;0.53
23-04-2020;0.2
24-04-2020;0.29
25-04-2020;0.09
26-04-2020;0.07
27-04-2020;0.16
28-04-2020;0.46
29-04-2020;0.71
30-04-2020;0.24
01-05-2020;0.1
02-05-2020;0.25
03-05-2020;0.28
04-05-2020;2.98
05-05-2020;0.42
06-05-2020;0.93
07-05-2020;0.41
08-05-2020;0.53
09-05-2020;0.1
10-05-2020;0.1
11-05-2020;0.81
12-05-2020;0.09
13-05-2020;0.09
14-05-2020;0.12
15-05-2020;0.27
16-05-2020;0.45
17-05-2020;0.45
18-05-2020;0.63
19-05-2020;0.99
20-05-2020;2.32
21-05-2020;0.38
22-05-2020;0.25
23-05-2020;0.38
24-05-2020;0.07
25-05-2020;0.16
26-05-2020;0.41
27-05-2020;0.68
28-05-2020;1.44
29-05-2020;1.23
30-05-2020;0.86
