date;value
29-07-2019;11.583
30-07-2019;6.3043
31-07-2019;10.458
01-08-2019;5.5
02-08-2019;11.958
03-08-2019;3.4166
04-08-2019;2.2916
05-08-2019;7.625
06-08-2019;7.75
07-08-2019;14.958
08-08-2019;14.958
09-08-2019;7.5
10-08-2019;4.375
11-08-2019;3.1666
12-08-2019;6.8333
13-08-2019;10.5
14-08-2019;10.041
15-08-2019;9.3122
16-08-2019;9.3122
17-08-2019;8.5833
18-08-2019;3.7083
19-08-2019;6.1666
20-08-2019;3.25
21-08-2019;7.2916
22-08-2019;5.4166
23-08-2019;15.875
24-08-2019;3.0833
25-08-2019;2.2916
26-08-2019;4.3333
27-08-2019;4.0833
28-08-2019;4.6086
29-08-2019;3.875
30-08-2019;6.0833
31-08-2019;3.625
01-09-2019;2.5416
02-09-2019;3.375
03-09-2019;9.8333
04-09-2019;10.458
05-09-2019;4.875
06-09-2019;10.375
07-09-2019;6.5833
08-09-2019;4.5833
09-09-2019;3.3333
10-09-2019;8.5909
11-09-2019;9.3333
12-09-2019;15.875
13-09-2019;9.4166
14-09-2019;3.2083
15-09-2019;2.3333
16-09-2019;6.3333
17-09-2019;6.625
18-09-2019;8.7083
19-09-2019;4.375
20-09-2019;16.041
21-09-2019;4.8333
22-09-2019;6.7916
23-09-2019;23.041
24-09-2019;17.166
25-09-2019;22.782
26-09-2019;20.125
27-09-2019;11.041
28-09-2019;7.5416
29-09-2019;7.25
30-09-2019;14.666
01-10-2019;12.833
02-10-2019;5.75
03-10-2019;11.458
04-10-2019;6.25
05-10-2019;9.5833
06-10-2019;3.375
07-10-2019;21.25
08-10-2019;19.909
09-10-2019;16.083
10-10-2019;19.708
11-10-2019;28.833
12-10-2019;3.9166
13-10-2019;4
14-10-2019;10.208
15-10-2019;33.458
16-10-2019;26
17-10-2019;12.291
18-10-2019;26.625
19-10-2019;3.9166
20-10-2019;5.0416
21-10-2019;17.625
22-10-2019;18.652
23-10-2019;14.375
24-10-2019;44.791
25-10-2019;39.958
26-10-2019;68.541
27-10-2019;25.875
28-10-2019;59.625
29-10-2019;41.333
30-10-2019;45.291
31-10-2019;29.791
01-11-2019;22.458
02-11-2019;6.3333
03-11-2019;3.5416
04-11-2019;10.583
05-11-2019;13.208
06-11-2019;20.541
07-11-2019;11.09
08-11-2019;16.375
09-11-2019;7.9166
10-11-2019;7
11-11-2019;13.833
12-11-2019;21.875
13-11-2019;13.125
14-11-2019;16.166
15-11-2019;18.458
16-11-2019;11.083
17-11-2019;6.875
18-11-2019;31.375
19-11-2019;55
20-11-2019;68.813
21-11-2019;82.625
22-11-2019;16.958
23-11-2019;12.458
24-11-2019;33.083
25-11-2019;96.666
26-11-2019;32.25
27-11-2019;40.916
28-11-2019;35.869
29-11-2019;54.916
30-11-2019;34.291
01-12-2019;14.583
02-12-2019;21.041
03-12-2019;56.708
04-12-2019;88.125
05-12-2019;107.6
06-12-2019;72.875
07-12-2019;66.666
08-12-2019;17.583
09-12-2019;39.541
10-12-2019;142.54
11-12-2019;22
12-12-2019;15
13-12-2019;9.875
14-12-2019;86.583
15-12-2019;5.9166
16-12-2019;13
17-12-2019;44.956
18-12-2019;16.791
19-12-2019;40.458
20-12-2019;65.791
21-12-2019;32.166
22-12-2019;5.5416
23-12-2019;109.62
24-12-2019;119.62
25-12-2019;131.29
26-12-2019;90.375
27-12-2019;103.08
28-12-2019;177.5
29-12-2019;169.95
30-12-2019;291.5
31-12-2019;78
01-01-2020;53
02-01-2020;102
03-01-2020;140
04-01-2020;34
05-01-2020;69
06-01-2020;94
07-01-2020;155
08-01-2020;144
09-01-2020;56
10-01-2020;55
11-01-2020;86
12-01-2020;69
13-01-2020;167
14-01-2020;11
15-01-2020;31
16-01-2020;10
17-01-2020;21
18-01-2020;29
19-01-2020;3
20-01-2020;13
21-01-2020;37
22-01-2020;48
23-01-2020;59
24-01-2020;70
25-01-2020;40
26-01-2020;47
27-01-2020;40
28-01-2020;41
29-01-2020;109
